symbol,timestamp,open,high,low,close,volume,trade_count,vwap,date,sentiment
NVDA,2024-03-27 04:00:00+00:00,931.12,932.4,891.23,902.5,58606723.0,1189235.0,902.781299,2024-03-27,0.0
NVDA,2024-03-28 04:00:00+00:00,900.0,913.0,891.93,903.56,43521227.0,771056.0,905.126391,2024-03-28,0.0
NVDA,2024-04-01 04:00:00+00:00,902.99,922.25,892.04,903.63,45244149.0,872235.0,905.176507,2024-04-01,0.1
NVDA,2024-04-02 04:00:00+00:00,884.48,900.94,876.2,894.52,43306355.0,838080.0,889.599867,2024-04-02,0.1
NVDA,2024-04-03 04:00:00+00:00,884.84,903.74,884.0,889.64,37006655.0,698937.0,895.719845,2024-04-03,0.1
NVDA,2024-04-04 04:00:00+00:00,904.06,906.3399,858.8,859.05,43496492.0,892810.0,883.932198,2024-04-04,0.5
NVDA,2024-04-05 04:00:00+00:00,868.66,884.81,859.26,880.08,39967846.0,788317.0,876.158547,2024-04-05,0.8
NVDA,2024-04-08 04:00:00+00:00,887.0,888.3,867.32,871.33,28322000.0,643890.0,874.063093,2024-04-08,0.6
NVDA,2024-04-09 04:00:00+00:00,874.42,876.35,830.22,853.54,50354735.0,1086603.0,848.039002,2024-04-09,-0.6
NVDA,2024-04-10 04:00:00+00:00,839.26,874.0,837.09,870.39,43206293.0,869833.0,864.785898,2024-04-10,0.8
NVDA,2024-04-11 04:00:00+00:00,874.2,907.3899,869.26,906.16,43163727.0,893266.0,891.307951,2024-04-11,0.7
NVDA,2024-04-12 04:00:00+00:00,896.99,901.7499,875.3,881.86,42578434.0,840210.0,887.236816,2024-04-12,0.1
NVDA,2024-04-15 04:00:00+00:00,890.98,906.13,859.2901,860.01,44307695.0,924636.0,881.375522,2024-04-15,0.3
NVDA,2024-04-16 04:00:00+00:00,864.325,881.18,860.639,874.15,37045302.0,718364.0,872.868968,2024-04-16,0.7
NVDA,2024-04-17 04:00:00+00:00,883.4,887.75,839.5,840.35,49539951.0,973568.0,856.663372,2024-04-17,0.1
NVDA,2024-04-18 04:00:00+00:00,849.7,861.8999,824.02,846.71,44726034.0,837609.0,847.73986,2024-04-18,0.5
NVDA,2024-04-19 04:00:00+00:00,831.5,843.24,756.06,762.0,87519800.0,1766352.0,796.427662,2024-04-19,-0.8
NVDA,2024-04-22 04:00:00+00:00,781.04,800.73,764.0,795.18,59628751.0,1227187.0,786.685194,2024-04-22,0.5
NVDA,2024-04-23 04:00:00+00:00,807.69,827.69,802.64,824.23,43855937.0,868370.0,819.400522,2024-04-23,0.3
NVDA,2024-04-24 04:00:00+00:00,839.5,840.82,791.83,796.77,51220753.0,1011396.0,813.402416,2024-04-24,0.5
NVDA,2024-04-25 04:00:00+00:00,788.6801,833.2299,782.23,826.32,42464073.0,877533.0,817.445692,2024-04-25,0.5
NVDA,2024-04-26 04:00:00+00:00,838.18,883.3093,833.87,877.35,55106478.0,1062174.0,866.674022,2024-04-26,0.8
NVDA,2024-04-29 04:00:00+00:00,875.95,879.92,852.66,877.57,38897076.0,766266.0,870.227232,2024-04-29,0.7
NVDA,2024-04-30 04:00:00+00:00,872.4,888.19,863.0,864.02,36370870.0,711698.0,873.184751,2024-04-30,0.5
NVDA,2024-05-01 04:00:00+00:00,850.77,860.0,812.5456,830.41,55986317.0,1087885.0,835.241817,2024-05-01,0.2
NVDA,2024-05-02 04:00:00+00:00,844.49,862.37,832.0,858.17,37789754.0,693554.0,849.656637,2024-05-02,0.7
NVDA,2024-05-03 04:00:00+00:00,877.89,892.81,870.4,887.89,39834072.0,785566.0,883.897355,2024-05-03,0.8
NVDA,2024-05-06 04:00:00+00:00,893.9,922.2,890.55,921.4,37620255.0,834439.0,913.945335,2024-05-06,0.5
NVDA,2024-05-07 04:00:00+00:00,910.98,917.8099,890.11,905.54,43734161.0,835435.0,905.599248,2024-05-07,-0.5
NVDA,2024-05-08 04:00:00+00:00,894.825,911.94,894.2,904.12,32572102.0,621213.0,903.285384,2024-05-08,0.2
NVDA,2024-05-09 04:00:00+00:00,905.29,910.72,882.31,887.47,37801268.0,715057.0,890.776029,2024-05-09,0.2
NVDA,2024-05-10 04:00:00+00:00,903.045,914.01,892.27,898.78,33532541.0,677374.0,900.613719,2024-05-10,0.5
NVDA,2024-05-13 04:00:00+00:00,904.78,909.98,885.29,903.99,28968017.0,623995.0,901.109542,2024-05-13,0.6
NVDA,2024-05-14 04:00:00+00:00,895.99,916.51,889.34,913.56,29650708.0,617287.0,907.089948,2024-05-14,0.7
NVDA,2024-05-15 04:00:00+00:00,924.72,948.62,915.99,946.3,41773545.0,909024.0,939.332586,2024-05-15,0.3
NVDA,2024-05-16 04:00:00+00:00,949.1,958.1899,941.03,943.59,32395182.0,690246.0,949.503808,2024-05-16,0.7
NVDA,2024-05-17 04:00:00+00:00,943.69,947.4,918.06,924.79,35989353.0,713922.0,931.682735,2024-05-17,0.5
NVDA,2024-05-20 04:00:00+00:00,937.5,952.0,934.4,947.8,31876446.0,724694.0,946.954575,2024-05-20,0.5
NVDA,2024-05-21 04:00:00+00:00,935.99,954.0,931.8,953.86,32894646.0,737743.0,945.536008,2024-05-21,0.7
NVDA,2024-05-22 04:00:00+00:00,954.59,960.2,932.49,949.5,54865849.0,1385471.0,945.670615,2024-05-22,1.0
NVDA,2024-05-23 04:00:00+00:00,1020.28,1063.2,1015.2,1037.99,83506528.0,2016780.0,1039.246561,2024-05-23,0.7
NVDA,2024-05-24 04:00:00+00:00,1044.49,1064.75,1030.0,1064.69,42952427.0,992150.0,1048.721038,2024-05-24,-0.3
NVDA,2024-05-28 04:00:00+00:00,1102.44,1149.39,1098.83,1139.01,65272789.0,1706147.0,1126.828894,2024-05-28,1.0
NVDA,2024-05-29 04:00:00+00:00,1130.5,1154.92,1109.01,1148.25,55738113.0,1361445.0,1139.047596,2024-05-29,0.1
NVDA,2024-05-30 04:00:00+00:00,1146.5,1158.1915,1096.63,1105.0,48785033.0,1251362.0,1132.082287,2024-05-30,0.5
NVDA,2024-05-31 04:00:00+00:00,1125.2,1127.17,1069.4,1096.33,61326250.0,1294733.0,1094.799777,2024-05-31,0.4
NVDA,2024-06-03 04:00:00+00:00,1136.21,1150.0,1120.03,1150.0,43839176.0,1187574.0,1136.84644,2024-06-03,0.8
NVDA,2024-06-04 04:00:00+00:00,1157.16,1166.0,1140.45,1164.37,40332401.0,1056061.0,1153.147904,2024-06-04,0.2
NVDA,2024-06-05 04:00:00+00:00,1183.71,1224.495,1174.68,1224.4,52840178.0,1410118.0,1204.27566,2024-06-05,0.8
NVDA,2024-06-06 04:00:00+00:00,1240.48,1255.87,1183.2,1209.98,66469619.0,1912084.0,1209.840187,2024-06-06,0.2
NVDA,2024-06-07 04:00:00+00:00,1197.7,1216.9171,1180.22,1208.88,41238580.0,1119491.0,1200.53606,2024-06-07,0.8
NVDA,2024-06-10 04:00:00+00:00,120.37,195.95,117.01,121.79,314162666.0,2798766.0,121.141317,2024-06-10,0.5
NVDA,2024-06-11 04:00:00+00:00,121.77,122.87,118.74,120.91,222551158.0,1805422.0,120.809809,2024-06-11,0.5
NVDA,2024-06-12 04:00:00+00:00,123.06,126.88,122.57,125.2,299595001.0,2024530.0,125.255691,2024-06-12,0.5
NVDA,2024-06-13 04:00:00+00:00,129.39,129.8,127.16,129.61,260704537.0,1895034.0,128.824971,2024-06-13,0.0
NVDA,2024-06-14 04:00:00+00:00,129.96,132.84,128.32,131.88,309320376.0,2139338.0,131.229466,2024-06-14,0.7
NVDA,2024-06-17 04:00:00+00:00,132.99,133.73,129.58,130.98,288504444.0,2129586.0,131.68857,2024-06-17,0.5
NVDA,2024-06-18 04:00:00+00:00,131.14,136.33,130.69,135.58,294335054.0,2094327.0,134.335339,2024-06-18,1.0
NVDA,2024-06-20 04:00:00+00:00,139.8,140.76,129.52,130.78,517768425.0,4054160.0,134.930597,2024-06-20,0.1
NVDA,2024-06-21 04:00:00+00:00,127.12,130.63,124.3,126.57,655484664.0,3275090.0,126.998057,2024-06-21,0.1
NVDA,2024-06-24 04:00:00+00:00,123.24,124.46,118.04,118.11,476060866.0,3695132.0,120.415972,2024-06-24,-0.5
NVDA,2024-06-25 04:00:00+00:00,121.2,126.5,119.32,126.09,425787456.0,2612448.0,123.691199,2024-06-25,0.5
NVDA,2024-06-26 04:00:00+00:00,126.13,128.12,122.6,126.4,362975918.0,2344732.0,124.920025,2024-06-26,-0.5
NVDA,2024-06-27 04:00:00+00:00,124.1,126.41,122.92,123.99,252571693.0,1568643.0,124.276153,2024-06-27,-0.5
NVDA,2024-06-28 04:00:00+00:00,124.58,127.71,122.75,123.54,315070807.0,1763471.0,124.833696,2024-06-28,0.6
NVDA,2024-07-01 04:00:00+00:00,123.47,124.84,118.83,124.3,284885534.0,1916767.0,122.682568,2024-07-01,0.2
NVDA,2024-07-02 04:00:00+00:00,121.13,123.41,121.03,122.67,218373969.0,1485578.0,122.253548,2024-07-02,0.1
NVDA,2024-07-03 04:00:00+00:00,121.66,128.28,121.36,128.28,215748955.0,1539314.0,125.247746,2024-07-03,0.6
NVDA,2024-07-05 04:00:00+00:00,127.38,128.85,125.68,125.83,214176689.0,1599103.0,127.029429,2024-07-05,0.0
NVDA,2024-07-08 04:00:00+00:00,127.49,130.77,127.04,128.2,237677322.0,1727969.0,128.659791,2024-07-08,0.8
NVDA,2024-07-09 04:00:00+00:00,130.35,133.82,128.65,131.38,287020820.0,1935856.0,131.405646,2024-07-09,0.5
NVDA,2024-07-10 04:00:00+00:00,134.03,135.1,132.42,134.91,248978569.0,1721405.0,134.200559,2024-07-10,0.8
NVDA,2024-07-11 04:00:00+00:00,135.75,136.15,127.05,127.4,374782738.0,3011881.0,129.970543,2024-07-11,-0.5
NVDA,2024-07-12 04:00:00+00:00,128.26,131.92,127.22,129.24,252680535.0,1739258.0,130.001596,2024-07-12,0.5
NVDA,2024-07-15 04:00:00+00:00,130.56,131.39,127.18,128.44,208326164.0,1685022.0,128.800668,2024-07-15,0.5
NVDA,2024-07-16 04:00:00+00:00,128.44,129.04,124.58,126.36,214769515.0,1644381.0,126.268287,2024-07-16,0.3
NVDA,2024-07-17 04:00:00+00:00,121.35,121.85,116.72,117.99,390086189.0,3385334.0,118.909887,2024-07-17,-0.7
NVDA,2024-07-18 04:00:00+00:00,121.85,122.4,116.56,121.09,320979530.0,2406040.0,119.733566,2024-07-18,0.6
NVDA,2024-07-19 04:00:00+00:00,120.35,121.6,117.37,117.93,217223800.0,1613498.0,118.992652,2024-07-19,0.0
NVDA,2024-07-22 04:00:00+00:00,120.35,124.07,119.86,123.54,258068943.0,1720699.0,122.448975,2024-07-22,0.8
NVDA,2024-07-23 04:00:00+00:00,122.78,124.69,122.1,122.59,173910983.0,1308702.0,123.277787,2024-07-23,0.2
NVDA,2024-07-24 04:00:00+00:00,119.17,119.95,113.44,114.25,327776884.0,2515415.0,116.337869,2024-07-24,0.3
NVDA,2024-07-25 04:00:00+00:00,113.04,116.63,106.3,112.28,460067019.0,3637632.0,112.752576,2024-07-25,-0.5
NVDA,2024-07-26 04:00:00+00:00,116.19,116.2,111.58,113.06,293399073.0,1840632.0,113.468474,2024-07-26,0.1
NVDA,2024-07-29 04:00:00+00:00,113.69,116.28,111.3,111.59,248152068.0,1626151.0,113.176663,2024-07-29,0.1
NVDA,2024-07-30 04:00:00+00:00,111.52,111.99,102.54,103.73,486833274.0,3512361.0,105.700274,2024-07-30,-0.8
NVDA,2024-07-31 04:00:00+00:00,112.9,118.34,110.88,117.02,473174182.0,2931761.0,115.463354,2024-07-31,0.8
NVDA,2024-08-01 04:00:00+00:00,117.53,120.16,106.8104,109.21,523462326.0,3403077.0,111.924256,2024-08-01,-0.7
NVDA,2024-08-02 04:00:00+00:00,103.76,108.72,101.37,107.27,482027464.0,3599286.0,105.432306,2024-08-02,-0.6
NVDA,2024-08-05 04:00:00+00:00,92.06,103.41,90.69,100.45,552842375.0,4742029.0,99.346923,2024-08-05,-0.5
NVDA,2024-08-06 04:00:00+00:00,103.84,107.71,100.55,104.25,409012089.0,2769475.0,105.030913,2024-08-06,0.7
NVDA,2024-08-07 04:00:00+00:00,107.81,108.8,98.69,98.91,411440423.0,2815244.0,103.030784,2024-08-07,0.2
NVDA,2024-08-08 04:00:00+00:00,102.0,105.5,97.52,104.97,391910023.0,2575270.0,102.926507,2024-08-08,0.5
NVDA,2024-08-09 04:00:00+00:00,105.64,106.6,103.43,104.75,290844157.0,1877403.0,104.83749,2024-08-09,0.3
NVDA,2024-08-12 04:00:00+00:00,106.32,111.07,106.26,109.02,325559870.0,2097337.0,109.211944,2024-08-12,0.6
