symbol,timestamp,open,high,low,close,volume,trade_count,vwap,date,sentiment
AMZN,2024-03-27 04:00:00+00:00,179.88,180.0,177.3099,179.83,33272551.0,341921.0,179.032011,2024-03-27,0.0
AMZN,2024-03-28 04:00:00+00:00,180.17,181.7,179.26,180.38,38051588.0,364803.0,180.490184,2024-03-28,0.0
AMZN,2024-04-01 04:00:00+00:00,180.79,183.0,179.95,180.97,29174521.0,370612.0,180.918314,2024-04-01,0.8
AMZN,2024-04-02 04:00:00+00:00,179.07,180.79,178.3762,180.69,32611546.0,355849.0,180.042411,2024-04-02,-0.5
AMZN,2024-04-03 04:00:00+00:00,179.9,182.87,179.8,182.41,31046638.0,350783.0,182.071907,2024-04-03,-0.5
AMZN,2024-04-04 04:00:00+00:00,184.0,185.1,180.0,180.0,41624261.0,465372.0,182.594795,2024-04-04,0.3
AMZN,2024-04-05 04:00:00+00:00,182.38,186.27,181.97,185.07,42373992.0,465500.0,184.761716,2024-04-05,0.7
AMZN,2024-04-08 04:00:00+00:00,186.9,187.29,184.81,185.19,39221282.0,427793.0,185.821377,2024-04-08,0.7
AMZN,2024-04-09 04:00:00+00:00,187.24,187.34,184.2,185.67,36546946.0,400971.0,185.500226,2024-04-09,0.7
AMZN,2024-04-10 04:00:00+00:00,182.765,186.2699,182.67,185.95,35879151.0,448182.0,185.078213,2024-04-10,-0.5
AMZN,2024-04-11 04:00:00+00:00,186.74,189.77,185.51,189.05,40020742.0,445674.0,187.949135,2024-04-11,0.6
AMZN,2024-04-12 04:00:00+00:00,187.72,188.38,185.08,186.13,38569441.0,419297.0,186.534274,2024-04-12,0.6
AMZN,2024-04-15 04:00:00+00:00,187.425,188.69,183.0,183.62,48052395.0,507835.0,185.462983,2024-04-15,0.5
AMZN,2024-04-16 04:00:00+00:00,183.27,184.83,182.26,183.32,32891265.0,400887.0,183.700485,2024-04-16,0.6
AMZN,2024-04-17 04:00:00+00:00,184.31,184.57,179.82,181.28,31358851.0,395806.0,182.057101,2024-04-17,0.2
AMZN,2024-04-18 04:00:00+00:00,181.47,182.39,178.65,179.22,30723793.0,383902.0,180.3101,2024-04-18,0.6
AMZN,2024-04-19 04:00:00+00:00,178.74,179.0,173.44,174.63,56000729.0,569859.0,175.57867,2024-04-19,0.2
AMZN,2024-04-22 04:00:00+00:00,176.94,178.87,174.56,177.23,37924890.0,396300.0,176.711314,2024-04-22,0.1
AMZN,2024-04-23 04:00:00+00:00,178.08,179.93,175.975,179.54,37046519.0,379412.0,178.415625,2024-04-23,0.8
AMZN,2024-04-24 04:00:00+00:00,179.94,180.323,176.18,176.59,34185109.0,405353.0,177.437896,2024-04-24,0.1
AMZN,2024-04-25 04:00:00+00:00,169.68,173.92,166.32,173.67,49249390.0,618272.0,171.354794,2024-04-25,-0.5
AMZN,2024-04-26 04:00:00+00:00,177.795,180.82,176.13,179.62,43919765.0,478171.0,178.894487,2024-04-26,0.2
AMZN,2024-04-29 04:00:00+00:00,182.75,183.53,179.39,180.96,54067637.0,592823.0,180.583398,2024-04-29,0.5
AMZN,2024-04-30 04:00:00+00:00,181.09,182.99,174.8,175.0,94639786.0,852830.0,178.443841,2024-04-30,0.8
AMZN,2024-05-01 04:00:00+00:00,181.635,185.15,176.56,179.0,94645148.0,964487.0,180.405862,2024-05-01,1.0
AMZN,2024-05-02 04:00:00+00:00,180.85,185.1,179.91,184.72,54303510.0,529460.0,183.12466,2024-05-02,0.8
AMZN,2024-05-03 04:00:00+00:00,186.99,187.87,185.42,186.21,39172004.0,413924.0,186.445169,2024-05-03,0.5
AMZN,2024-05-06 04:00:00+00:00,186.28,188.745,184.8,188.7,34725295.0,394638.0,186.954206,2024-05-06,0.7
AMZN,2024-05-07 04:00:00+00:00,188.92,189.94,187.305,188.76,34048902.0,400757.0,188.751958,2024-05-07,0.6
AMZN,2024-05-08 04:00:00+00:00,187.44,188.43,186.385,188.0,26136350.0,306857.0,187.61745,2024-05-08,0.7
AMZN,2024-05-09 04:00:00+00:00,188.88,191.7,187.44,189.5,43368377.0,460881.0,189.972152,2024-05-09,0.5
AMZN,2024-05-10 04:00:00+00:00,189.16,189.892,186.93,187.48,34141771.0,355996.0,187.958963,2024-05-10,0.8
AMZN,2024-05-13 04:00:00+00:00,188.0,188.31,185.36,186.57,24898613.0,333255.0,186.406811,2024-05-13,0.2
AMZN,2024-05-14 04:00:00+00:00,183.82,187.72,183.45,187.07,38698155.0,426722.0,185.858368,2024-05-14,-0.5
AMZN,2024-05-15 04:00:00+00:00,185.97,186.7193,182.73,185.99,75459927.0,786217.0,184.675738,2024-05-15,0.5
AMZN,2024-05-16 04:00:00+00:00,185.6,187.31,183.46,183.63,38834450.0,411940.0,185.187956,2024-05-16,0.5
AMZN,2024-05-17 04:00:00+00:00,183.76,185.3,183.35,184.7,33175655.0,339447.0,184.519945,2024-05-17,0.5
AMZN,2024-05-20 04:00:00+00:00,184.34,186.665,183.28,183.54,30511768.0,371996.0,184.457591,2024-05-20,0.5
AMZN,2024-05-21 04:00:00+00:00,182.3,183.26,180.75,183.15,50839129.0,515624.0,181.807537,2024-05-21,0.0
AMZN,2024-05-22 04:00:00+00:00,183.88,185.22,181.9715,183.13,28148784.0,344846.0,183.482605,2024-05-22,0.8
AMZN,2024-05-23 04:00:00+00:00,183.66,184.76,180.08,181.05,33670173.0,384775.0,182.108728,2024-05-23,0.5
AMZN,2024-05-24 04:00:00+00:00,181.65,182.435,180.3,180.75,27471640.0,333234.0,181.377051,2024-05-24,0.1
AMZN,2024-05-28 04:00:00+00:00,179.93,182.24,179.49,182.15,29926963.0,401075.0,181.160129,2024-05-28,-0.5
AMZN,2024-05-29 04:00:00+00:00,181.7,184.08,181.55,182.02,32009294.0,361239.0,182.675606,2024-05-29,0.1
AMZN,2024-05-30 04:00:00+00:00,181.31,181.34,178.355,179.32,29249229.0,392763.0,179.795015,2024-05-30,0.6
AMZN,2024-05-31 04:00:00+00:00,178.3,179.21,173.87,176.44,58903939.0,614468.0,175.651666,2024-05-31,0.7
AMZN,2024-06-03 04:00:00+00:00,177.7,178.7,175.92,178.34,30786640.0,415225.0,177.398797,2024-06-03,0.5
AMZN,2024-06-04 04:00:00+00:00,177.64,179.82,176.44,179.34,27198388.0,329595.0,178.556019,2024-06-04,0.5
AMZN,2024-06-05 04:00:00+00:00,180.1,181.5,178.75,181.28,32116394.0,362053.0,180.700672,2024-06-05,0.5
AMZN,2024-06-06 04:00:00+00:00,181.745,185.0,181.49,185.0,31371151.0,374051.0,183.659941,2024-06-06,-1.0
AMZN,2024-06-07 04:00:00+00:00,184.9,186.2888,183.36,184.3,28021473.0,336108.0,184.938521,2024-06-07,-0.5
AMZN,2024-06-10 04:00:00+00:00,184.07,187.23,183.79,187.06,34494498.0,385196.0,186.312215,2024-06-10,0.5
AMZN,2024-06-11 04:00:00+00:00,187.06,187.77,184.5373,187.23,27265108.0,341795.0,186.230869,2024-06-11,0.5
AMZN,2024-06-12 04:00:00+00:00,188.015,188.35,185.43,186.89,33984216.0,443192.0,187.066896,2024-06-12,-0.5
AMZN,2024-06-13 04:00:00+00:00,186.09,187.67,182.666,183.83,39721545.0,422857.0,184.456996,2024-06-13,0.2
AMZN,2024-06-14 04:00:00+00:00,183.08,183.72,182.23,183.66,25456410.0,307405.0,183.144888,2024-06-14,0.7
AMZN,2024-06-17 04:00:00+00:00,182.52,185.0,181.22,184.06,35601907.0,432322.0,183.260816,2024-06-17,0.5
AMZN,2024-06-18 04:00:00+00:00,183.735,184.29,181.43,182.81,36659157.0,390343.0,182.689733,2024-06-18,-0.8
AMZN,2024-06-20 04:00:00+00:00,182.91,186.51,182.72,186.1,44726779.0,471760.0,185.206568,2024-06-20,0.5
AMZN,2024-06-21 04:00:00+00:00,187.8,189.275,185.86,189.08,72931754.0,435848.0,188.138247,2024-06-21,0.5
AMZN,2024-06-24 04:00:00+00:00,189.33,191.0,185.33,185.57,50610379.0,535367.0,187.314914,2024-06-24,0.5
AMZN,2024-06-25 04:00:00+00:00,186.81,188.84,185.42,186.34,45898475.0,382085.0,186.900828,2024-06-25,0.7
AMZN,2024-06-26 04:00:00+00:00,186.92,194.8,186.26,193.61,65103893.0,649554.0,192.092463,2024-06-26,1.0
AMZN,2024-06-27 04:00:00+00:00,195.005,199.84,194.2,197.85,74397491.0,721971.0,197.385057,2024-06-27,0.8
AMZN,2024-06-28 04:00:00+00:00,197.73,198.85,192.5,193.25,76816293.0,603960.0,194.905189,2024-06-28,0.8
AMZN,2024-07-01 04:00:00+00:00,193.49,198.2957,192.82,197.2,41192011.0,501335.0,196.15174,2024-07-01,0.7
AMZN,2024-07-02 04:00:00+00:00,197.28,200.43,195.93,200.0,45600013.0,485437.0,198.786222,2024-07-02,0.8
AMZN,2024-07-03 04:00:00+00:00,199.94,200.029,196.7601,197.59,31597926.0,395364.0,198.008579,2024-07-03,0.2
AMZN,2024-07-05 04:00:00+00:00,198.65,200.55,198.17,200.0,39858885.0,451244.0,199.884691,2024-07-05,0.2
AMZN,2024-07-08 04:00:00+00:00,200.04,201.2,197.96,199.29,34767261.0,443701.0,199.444197,2024-07-08,0.5
AMZN,2024-07-09 04:00:00+00:00,199.4,200.57,199.045,199.34,32756736.0,379497.0,199.829371,2024-07-09,0.8
AMZN,2024-07-10 04:00:00+00:00,199.995,200.11,197.69,199.79,32883753.0,414183.0,199.260504,2024-07-10,0.7
AMZN,2024-07-11 04:00:00+00:00,200.09,200.2699,192.86,195.05,44565041.0,582321.0,195.694394,2024-07-11,0.2
AMZN,2024-07-12 04:00:00+00:00,194.8,196.47,193.8301,194.49,30598525.0,427388.0,194.96387,2024-07-12,0.8
AMZN,2024-07-15 04:00:00+00:00,194.56,196.19,190.83,192.72,40683227.0,571566.0,193.047104,2024-07-15,0.3
AMZN,2024-07-16 04:00:00+00:00,195.59,196.62,192.24,193.02,33994714.0,449302.0,193.74822,2024-07-16,-0.5
AMZN,2024-07-17 04:00:00+00:00,191.35,191.58,185.99,187.93,48076139.0,682876.0,187.595876,2024-07-17,0.5
AMZN,2024-07-18 04:00:00+00:00,189.59,189.68,181.448,183.75,51043626.0,672039.0,184.373519,2024-07-18,0.8
