symbol,timestamp,open,high,low,close,volume,trade_count,vwap,date,sentiment
AAPL,2024-03-27 04:00:00+00:00,170.41,173.6,170.11,173.31,60273265.0,670630.0,172.581734,2024-03-27,0.0
AAPL,2024-03-28 04:00:00+00:00,171.75,172.23,170.51,171.48,65672690.0,648027.0,171.355595,2024-03-28,0.0
AAPL,2024-04-01 04:00:00+00:00,171.19,171.25,169.475,170.03,46240500.0,676830.0,170.066484,2024-04-01,-0.7
AAPL,2024-04-02 04:00:00+00:00,169.08,169.34,168.2302,168.84,49356481.0,608917.0,168.895583,2024-04-02,-0.5
AAPL,2024-04-03 04:00:00+00:00,168.79,170.68,168.58,169.65,47691715.0,571286.0,169.864966,2024-04-03,-0.3
AAPL,2024-04-04 04:00:00+00:00,170.29,171.92,168.82,168.82,53704386.0,630785.0,170.088279,2024-04-04,-0.6
AAPL,2024-04-05 04:00:00+00:00,169.59,170.39,168.95,169.58,42104826.0,540854.0,169.644567,2024-04-05,0.1
AAPL,2024-04-08 04:00:00+00:00,169.03,169.2,168.24,168.45,37425513.0,549987.0,168.661965,2024-04-08,0.1
AAPL,2024-04-09 04:00:00+00:00,168.7,170.08,168.35,169.67,42451209.0,541699.0,169.156022,2024-04-09,-0.3
AAPL,2024-04-10 04:00:00+00:00,168.8,169.09,167.11,167.78,49709336.0,647589.0,167.967996,2024-04-10,-0.3
AAPL,2024-04-11 04:00:00+00:00,168.34,175.46,168.16,175.04,91070275.0,828410.0,172.725026,2024-04-11,0.7
AAPL,2024-04-12 04:00:00+00:00,174.26,178.36,174.21,176.55,101617429.0,959162.0,176.37919,2024-04-12,0.5
AAPL,2024-04-15 04:00:00+00:00,175.36,176.63,172.5,172.69,73531773.0,846772.0,174.156292,2024-04-15,-0.8
AAPL,2024-04-16 04:00:00+00:00,171.75,173.76,168.27,169.38,73711235.0,834299.0,170.053177,2024-04-16,-0.6
AAPL,2024-04-17 04:00:00+00:00,169.61,170.65,168.0,168.0,50901210.0,599005.0,169.005697,2024-04-17,0.2
AAPL,2024-04-18 04:00:00+00:00,168.03,168.64,166.55,167.04,43116703.0,553241.0,167.414061,2024-04-18,-0.3
AAPL,2024-04-19 04:00:00+00:00,166.21,166.4,164.075,165.0,68149377.0,754775.0,165.142375,2024-04-19,-0.5
AAPL,2024-04-22 04:00:00+00:00,165.515,167.26,164.77,165.84,48116443.0,610370.0,165.93835,2024-04-22,0.2
AAPL,2024-04-23 04:00:00+00:00,165.35,167.05,164.92,166.9,49537761.0,554942.0,166.498697,2024-04-23,0.2
AAPL,2024-04-24 04:00:00+00:00,166.54,169.3,166.21,169.02,48251835.0,584990.0,168.447598,2024-04-24,-0.5
AAPL,2024-04-25 04:00:00+00:00,169.525,170.61,168.1511,169.89,50558329.0,608882.0,169.443845,2024-04-25,-0.5
AAPL,2024-04-26 04:00:00+00:00,169.88,171.34,169.18,169.3,44838354.0,563912.0,170.005491,2024-04-26,0.2
AAPL,2024-04-29 04:00:00+00:00,173.37,176.03,173.1,173.5,68169419.0,808216.0,174.445277,2024-04-29,0.1
